code,descriptive statistics,counterfactual analysis,anchor,LIME,waterfall,bee swarm,text slides,box plots,histograms,distribution of features,participant_id
associations > fungi guides,0,0,0,0,0,0,0,0,0,0,PK_DE_09
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_09
associations > taxonomic keys,0,0,0,0,0,0,0,0,0,0,PK_DE_09
negative reception,0,0,0,0,0,0,0,0,0,0,PK_DE_09
positive reception,0,0,2,1,0,2,1,0,0,0,PK_DE_09
aesthetics,0,0,0,0,0,0,0,0,0,0,PK_DE_09
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,PK_DE_09
aesthetics > layout,0,0,1,0,0,0,0,0,0,0,PK_DE_09
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_09
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_09
affects > nervousness,0,0,0,2,0,2,3,0,0,0,PK_DE_09
affects > interest,0,0,0,0,0,0,0,0,0,0,PK_DE_09
affects > reluctance,0,0,0,0,0,0,0,0,0,0,PK_DE_09
affects > overwhelming,0,0,1,1,0,0,0,0,0,0,PK_DE_09
affects > overwhelming > uncertainty,0,0,1,2,0,1,0,0,0,0,PK_DE_09
affects > overwhelming > confusion,2,0,0,0,0,0,0,2,0,0,PK_DE_09
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,PK_DE_09
affects > surprise,0,0,0,0,0,0,0,0,0,0,PK_DE_09
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_09
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,PK_DE_09
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_09
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_09
slides > lime,0,0,0,0,0,0,0,0,0,0,PK_DE_09
slides > waterfall,0,0,0,0,0,0,0,0,0,0,PK_DE_09
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,PK_DE_09
slides > text slides,0,0,0,0,0,0,0,0,0,0,PK_DE_09
slides > box plots,0,0,0,0,0,0,0,0,0,0,PK_DE_09
slides > histograms,0,0,0,0,0,0,0,0,0,0,PK_DE_09
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,PK_DE_09
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_09
knowledge and experience > knowledge and experience in fungi,0,0,4,1,4,2,0,0,0,0,PK_DE_09
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,0,0,0,0,0,0,0,0,0,PK_DE_09
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,0,0,1,0,0,PK_DE_09
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,0,0,0,0,0,0,1,0,PK_DE_09
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_09
recommendations > change of visualisation scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_09
recommendations > supplementary materials,0,0,0,0,0,0,0,0,0,0,PK_DE_09
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,PK_DE_09
evaluation criteria,0,0,0,0,0,0,0,0,0,0,PK_DE_09
evaluation criteria > credibility,0,0,0,0,1,0,0,0,0,0,PK_DE_09
evaluation criteria > efficiency,0,0,3,2,0,2,0,0,0,0,PK_DE_09
evaluation criteria > precision,0,0,1,0,0,0,0,0,0,0,PK_DE_09
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,PK_DE_09
evaluation criteria > appropriateness,0,0,0,1,2,0,0,0,0,0,PK_DE_09
evaluation criteria > representativeness,0,0,3,1,4,2,0,0,0,0,PK_DE_09
evaluation criteria > comprehensibility,0,0,2,1,0,0,0,0,2,0,PK_DE_09
evaluation criteria > unreadability,2,0,1,2,0,1,0,1,1,5,PK_DE_09
evaluation criteria > importance,0,0,4,0,2,0,0,0,0,0,PK_DE_09
evaluation criteria > accuracy,0,0,0,0,0,0,0,0,0,0,PK_DE_09
evaluation criteria > uselessness,0,0,0,0,0,0,0,0,0,0,PK_DE_09
data and features,0,0,0,0,0,0,0,0,0,0,PK_DE_09
data and features > lack of significant features,0,0,4,0,1,0,0,0,0,0,PK_DE_09
data and features > feature significance,0,0,0,0,1,0,0,0,0,0,PK_DE_09
data and features > lack of appropriate data,1,0,0,1,0,0,0,0,0,2,PK_DE_09
data and features > understanding of annotations,0,0,0,0,0,0,0,0,0,0,PK_DE_09
data and features > understanding of data gaps,0,0,0,0,0,0,0,0,0,0,PK_DE_09
data and features > legend,2,0,0,1,0,1,0,0,0,3,PK_DE_09
data and features > coordinate axes,0,0,0,0,0,0,0,1,1,1,PK_DE_09
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_10
expectations > biotope,0,0,0,0,0,0,0,0,0,0,PK_DE_10
expectations > dataset,0,0,0,0,0,0,0,0,0,0,PK_DE_10
expectations > macroscopic features,0,0,0,0,0,0,0,0,0,0,PK_DE_10
expectations > organoleptic features,0,0,0,0,0,0,0,0,0,0,PK_DE_10
expectations > user-centred approach,0,0,0,0,0,0,0,0,0,0,PK_DE_10
trust,0,0,0,0,1,0,0,0,0,0,PK_DE_10
barriers,0,0,0,0,0,0,0,1,0,1,PK_DE_10
barriers > concerns,0,0,0,0,1,0,0,0,0,0,PK_DE_10
methods of analysis,0,0,0,1,0,2,0,0,0,0,PK_DE_10
methods of analysis > ai hypotheses,0,2,0,0,1,1,0,0,0,0,PK_DE_10
methods of analysis > identification practice,0,1,0,1,1,2,0,0,0,0,PK_DE_10
methods of analysis > omission,0,0,0,0,0,0,0,0,0,0,PK_DE_10
methods of analysis > taxons,0,3,0,0,3,2,0,0,0,0,PK_DE_10
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_10
methods of analysis > difficulties,0,0,0,0,0,0,0,0,0,0,PK_DE_10
methods of analysis > discrepancies,0,0,0,0,0,0,0,0,0,0,PK_DE_10
methods of analysis > thoroughness,0,0,0,0,0,2,0,0,0,0,PK_DE_10
methods of analysis > reflection time,0,0,0,0,0,0,0,0,0,0,PK_DE_10
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,PK_DE_10
personification,0,0,0,0,0,0,0,0,0,0,PK_DE_10
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_10
associations,0,0,0,0,1,0,0,0,0,0,PK_DE_10
associations > apps,0,0,0,0,0,0,0,0,0,0,PK_DE_10
associations > fungi guides,0,0,0,0,0,0,0,0,0,0,PK_DE_10
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_10
associations > taxonomic keys,0,0,0,0,0,0,0,0,0,0,PK_DE_10
negative reception,0,0,0,0,0,0,0,0,0,1,PK_DE_10
positive reception,0,0,1,3,1,2,2,0,0,0,PK_DE_10
aesthetics,0,0,0,0,0,0,0,0,0,0,PK_DE_10
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,PK_DE_10
aesthetics > layout,0,0,0,0,0,0,0,0,0,0,PK_DE_10
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_10
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_10
affects > nervousness,0,0,0,0,0,0,0,0,0,0,PK_DE_10
affects > interest,0,0,0,1,0,1,1,0,0,0,PK_DE_10
affects > reluctance,0,0,0,0,0,0,0,0,0,0,PK_DE_10
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,PK_DE_10
affects > overwhelming > uncertainty,1,0,0,1,2,1,0,2,0,2,PK_DE_10
affects > overwhelming > confusion,0,0,0,0,0,0,0,0,0,0,PK_DE_10
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,PK_DE_10
affects > surprise,0,1,0,0,0,0,0,0,0,1,PK_DE_10
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_10
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,PK_DE_10
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_10
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_10
slides > lime,0,0,0,0,0,0,0,0,0,0,PK_DE_10
slides > waterfall,0,0,0,0,0,0,0,0,0,0,PK_DE_10
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,PK_DE_10
slides > text slides,0,0,0,0,0,0,0,0,0,0,PK_DE_10
slides > box plots,0,0,0,0,0,0,0,0,0,0,PK_DE_10
slides > histograms,0,0,0,0,0,0,0,0,0,0,PK_DE_10
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,PK_DE_10
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_10
knowledge and experience > knowledge and experience in fungi,0,1,1,0,1,2,0,0,0,0,PK_DE_10
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,0,0,0,0,0,0,0,0,0,PK_DE_10
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,0,0,1,0,0,PK_DE_10
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,0,0,1,0,0,0,0,0,PK_DE_10
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_10
recommendations > change of visualisation scheme,0,0,0,0,0,0,0,1,0,1,PK_DE_10
recommendations > supplementary materials,0,0,0,0,0,0,0,0,0,0,PK_DE_10
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,PK_DE_10
evaluation criteria,0,0,0,0,0,0,0,0,0,0,PK_DE_10
evaluation criteria > credibility,0,0,0,0,0,0,0,0,0,0,PK_DE_10
evaluation criteria > efficiency,0,0,1,1,0,1,0,0,0,0,PK_DE_10
evaluation criteria > precision,0,0,0,0,0,0,0,0,0,1,PK_DE_10
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,PK_DE_10
evaluation criteria > appropriateness,0,1,0,0,0,1,0,0,0,1,PK_DE_10
evaluation criteria > representativeness,0,3,0,1,1,3,0,0,0,0,PK_DE_10
evaluation criteria > comprehensibility,0,2,2,2,4,1,0,0,2,0,PK_DE_10
evaluation criteria > unreadability,0,4,0,0,2,0,0,1,0,0,PK_DE_10
evaluation criteria > importance,0,0,1,0,0,1,0,0,0,0,PK_DE_10
evaluation criteria > accuracy,0,0,0,0,0,0,0,0,0,0,PK_DE_10
evaluation criteria > uselessness,0,0,0,0,0,1,0,0,0,0,PK_DE_10
data and features,0,0,0,0,0,0,0,0,0,0,PK_DE_10
data and features > lack of significant features,0,0,0,0,0,1,0,0,0,0,PK_DE_10
data and features > feature significance,0,0,1,0,0,0,0,0,0,0,PK_DE_10
data and features > lack of appropriate data,0,0,0,0,0,0,0,1,0,1,PK_DE_10
data and features > understanding of annotations,0,0,0,0,1,0,0,0,0,0,PK_DE_10
data and features > understanding of data gaps,2,0,0,0,0,0,0,0,0,1,PK_DE_10
data and features > legend,0,0,0,0,0,1,0,1,0,2,PK_DE_10
data and features > coordinate axes,0,0,0,0,0,0,0,0,0,3,PK_DE_10
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_11
expectations > biotope,0,0,1,0,0,0,0,0,0,0,PK_DE_11
expectations > dataset,0,0,0,0,0,0,0,0,0,0,PK_DE_11
expectations > macroscopic features,0,0,0,0,0,0,0,0,0,0,PK_DE_11
expectations > organoleptic features,0,0,0,0,0,0,0,0,0,0,PK_DE_11
expectations > user-centred approach,0,0,0,0,0,0,0,0,0,0,PK_DE_11
trust,0,0,0,0,1,0,0,0,0,0,PK_DE_11
barriers,0,0,0,0,0,0,0,0,0,0,PK_DE_11
barriers > concerns,0,0,0,0,0,0,0,0,0,0,PK_DE_11
methods of analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_11
methods of analysis > ai hypotheses,0,0,1,0,0,0,0,0,0,2,PK_DE_11
methods of analysis > identification practice,0,0,1,0,2,0,0,0,0,0,PK_DE_11
methods of analysis > omission,0,1,0,0,0,1,3,1,0,1,PK_DE_11
methods of analysis > taxons,0,0,1,0,0,0,0,0,0,0,PK_DE_11
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_11
methods of analysis > difficulties,0,4,0,0,0,1,1,1,2,3,PK_DE_11
methods of analysis > discrepancies,0,0,0,0,0,0,0,0,0,0,PK_DE_11
methods of analysis > thoroughness,0,0,0,0,0,0,0,0,0,0,PK_DE_11
methods of analysis > reflection time,0,2,0,0,0,0,0,0,0,1,PK_DE_11
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,PK_DE_11
personification,0,1,0,0,0,0,0,0,0,2,PK_DE_11
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_11
associations,0,0,0,0,0,0,0,0,0,0,PK_DE_11
associations > apps,0,0,0,0,0,0,0,0,0,0,PK_DE_11
associations > fungi guides,0,0,0,0,0,0,0,0,0,0,PK_DE_11
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_11
associations > taxonomic keys,0,0,0,0,0,0,0,0,0,0,PK_DE_11
negative reception,0,0,0,0,0,0,0,0,0,0,PK_DE_11
positive reception,0,0,0,0,1,0,0,0,0,0,PK_DE_11
aesthetics,0,0,0,0,1,0,0,0,0,0,PK_DE_11
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,PK_DE_11
aesthetics > layout,0,0,0,0,1,0,0,0,0,0,PK_DE_11
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_11
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_11
affects > nervousness,0,0,0,0,0,0,0,0,0,0,PK_DE_11
affects > interest,0,0,0,0,0,0,0,0,0,0,PK_DE_11
affects > reluctance,0,0,0,0,0,0,0,0,0,0,PK_DE_11
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,PK_DE_11
affects > overwhelming > uncertainty,0,0,1,0,0,0,0,0,0,0,PK_DE_11
affects > overwhelming > confusion,0,0,0,0,0,0,1,0,0,0,PK_DE_11
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,PK_DE_11
affects > surprise,0,0,0,0,0,0,0,0,0,0,PK_DE_11
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_11
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,PK_DE_11
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_11
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_11
slides > lime,0,0,0,0,0,0,0,0,0,0,PK_DE_11
slides > waterfall,0,0,0,0,0,0,0,0,0,0,PK_DE_11
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,PK_DE_11
slides > text slides,0,0,0,0,0,0,0,0,0,0,PK_DE_11
slides > box plots,0,0,0,0,0,0,0,0,0,0,PK_DE_11
slides > histograms,0,0,0,0,0,0,0,0,0,0,PK_DE_11
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,PK_DE_11
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_11
knowledge and experience > knowledge and experience in fungi,0,2,2,0,1,0,0,0,0,0,PK_DE_11
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,0,0,0,0,0,0,0,0,0,PK_DE_11
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_11
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,0,0,0,0,0,0,0,0,PK_DE_11
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_11
recommendations > change of visualisation scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_11
recommendations > supplementary materials,0,0,0,0,0,0,0,0,0,0,PK_DE_11
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,PK_DE_11
evaluation criteria,0,0,0,0,0,0,0,0,0,0,PK_DE_11
evaluation criteria > credibility,0,0,0,0,0,0,0,0,0,0,PK_DE_11
evaluation criteria > efficiency,0,0,0,0,0,0,0,0,0,0,PK_DE_11
evaluation criteria > precision,0,0,0,0,0,0,0,0,0,0,PK_DE_11
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,PK_DE_11
evaluation criteria > appropriateness,0,0,0,0,0,0,0,0,0,1,PK_DE_11
evaluation criteria > representativeness,0,0,0,0,1,0,0,0,0,0,PK_DE_11
evaluation criteria > comprehensibility,0,0,2,1,0,1,0,0,0,1,PK_DE_11
evaluation criteria > unreadability,0,1,0,0,0,0,1,1,0,0,PK_DE_11
evaluation criteria > importance,0,0,2,0,3,0,0,0,0,0,PK_DE_11
evaluation criteria > accuracy,0,0,0,0,0,0,0,0,0,0,PK_DE_11
evaluation criteria > uselessness,0,1,0,0,0,1,0,0,0,0,PK_DE_11
data and features,0,0,0,0,0,0,0,0,0,0,PK_DE_11
data and features > lack of significant features,0,0,2,0,2,0,0,0,0,0,PK_DE_11
data and features > feature significance,0,0,0,0,1,0,0,0,0,0,PK_DE_11
data and features > lack of appropriate data,0,0,0,0,0,0,1,0,1,0,PK_DE_11
data and features > understanding of annotations,0,3,0,0,0,0,0,0,1,0,PK_DE_11
data and features > understanding of data gaps,0,0,0,0,0,0,0,0,0,3,PK_DE_11
data and features > legend,0,1,0,0,0,0,0,0,0,1,PK_DE_11
data and features > coordinate axes,0,0,0,0,0,0,0,0,2,0,PK_DE_11
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_12
expectations > biotope,0,0,0,0,0,0,0,0,0,0,PK_DE_12
expectations > dataset,0,0,0,0,0,0,0,0,0,0,PK_DE_12
expectations > macroscopic features,0,0,0,0,0,0,0,0,0,0,PK_DE_12
expectations > organoleptic features,0,0,0,0,0,0,0,0,0,0,PK_DE_12
expectations > user-centred approach,0,0,0,0,0,0,0,0,0,0,PK_DE_12
trust,0,0,0,0,0,0,0,0,0,0,PK_DE_12
barriers,0,0,0,0,0,0,1,0,0,0,PK_DE_12
barriers > concerns,0,0,0,0,0,0,0,0,0,0,PK_DE_12
methods of analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_12
methods of analysis > ai hypotheses,0,0,1,1,0,1,0,0,0,0,PK_DE_12
methods of analysis > identification practice,0,0,1,0,0,0,0,0,0,0,PK_DE_12
methods of analysis > omission,0,3,0,0,0,1,3,0,0,2,PK_DE_12
methods of analysis > taxons,0,0,1,0,0,0,0,0,0,0,PK_DE_12
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_12
methods of analysis > difficulties,0,4,0,0,1,1,1,0,3,3,PK_DE_12
methods of analysis > discrepancies,0,0,0,0,0,0,0,0,0,0,PK_DE_12
methods of analysis > thoroughness,0,0,0,0,0,0,0,0,0,0,PK_DE_12
methods of analysis > reflection time,0,1,0,0,0,0,0,0,0,0,PK_DE_12
methods of analysis > variability of decisions or evaluations,0,1,0,0,0,0,0,0,0,0,PK_DE_12
personification,0,1,0,1,0,1,0,0,0,0,PK_DE_12
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_12
associations,0,0,0,0,0,0,0,0,0,0,PK_DE_12
associations > apps,0,0,0,0,0,0,0,0,0,0,PK_DE_12
associations > fungi guides,0,0,0,0,0,0,0,0,0,0,PK_DE_12
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_12
associations > taxonomic keys,0,0,0,0,0,0,0,0,0,0,PK_DE_12
negative reception,0,0,0,0,0,0,0,0,0,0,PK_DE_12
positive reception,0,0,0,0,0,0,0,0,0,0,PK_DE_12
aesthetics,0,0,0,0,0,0,0,0,0,0,PK_DE_12
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,PK_DE_12
aesthetics > layout,0,0,0,0,0,0,0,0,0,0,PK_DE_12
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_12
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_12
affects > nervousness,0,0,0,0,0,0,0,0,0,0,PK_DE_12
affects > interest,0,0,0,0,0,0,0,0,0,0,PK_DE_12
affects > reluctance,0,0,0,0,0,0,0,0,0,0,PK_DE_12
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,PK_DE_12
affects > overwhelming > uncertainty,0,1,1,0,1,0,0,0,0,0,PK_DE_12
affects > overwhelming > confusion,0,0,0,0,0,0,1,0,0,0,PK_DE_12
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,PK_DE_12
affects > surprise,0,0,0,0,0,0,0,0,0,0,PK_DE_12
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_12
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,PK_DE_12
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_12
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_12
slides > lime,0,0,0,0,0,0,0,0,0,0,PK_DE_12
slides > waterfall,0,0,0,0,0,0,0,0,0,0,PK_DE_12
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,PK_DE_12
slides > text slides,0,0,0,0,0,0,0,0,0,0,PK_DE_12
slides > box plots,0,0,0,0,0,0,0,0,0,0,PK_DE_12
slides > histograms,0,0,0,0,0,0,0,0,0,0,PK_DE_12
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,PK_DE_12
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_12
knowledge and experience > knowledge and experience in fungi,0,2,0,0,1,1,0,0,0,0,PK_DE_12
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,0,0,0,0,0,0,0,0,0,PK_DE_12
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,1,0,0,0,0,0,PK_DE_12
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,2,0,0,0,0,0,0,0,PK_DE_12
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_12
recommendations > change of visualisation scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_12
recommendations > supplementary materials,0,0,0,0,0,0,0,0,0,0,PK_DE_12
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,PK_DE_12
evaluation criteria,0,0,0,0,0,0,0,0,0,0,PK_DE_12
evaluation criteria > credibility,0,0,0,1,0,1,0,0,0,0,PK_DE_12
evaluation criteria > efficiency,0,0,0,0,0,0,0,0,0,0,PK_DE_12
evaluation criteria > precision,0,0,0,0,0,0,0,0,0,0,PK_DE_12
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,PK_DE_12
evaluation criteria > appropriateness,0,0,0,0,0,0,0,0,0,0,PK_DE_12
evaluation criteria > representativeness,0,0,0,0,0,0,0,0,0,0,PK_DE_12
evaluation criteria > comprehensibility,0,0,2,0,1,0,0,1,0,1,PK_DE_12
evaluation criteria > unreadability,0,3,1,0,0,0,1,0,0,1,PK_DE_12
evaluation criteria > importance,0,0,1,0,2,1,0,0,0,0,PK_DE_12
evaluation criteria > accuracy,0,0,0,0,0,0,0,0,0,0,PK_DE_12
evaluation criteria > uselessness,0,0,0,0,0,0,0,0,0,0,PK_DE_12
data and features,0,0,0,0,0,0,0,0,0,0,PK_DE_12
data and features > lack of significant features,0,0,1,0,2,0,0,0,0,0,PK_DE_12
data and features > feature significance,0,0,0,0,0,1,0,0,0,0,PK_DE_12
data and features > lack of appropriate data,0,0,1,0,0,0,1,0,0,0,PK_DE_12
data and features > understanding of annotations,0,4,0,0,0,0,0,0,2,2,PK_DE_12
data and features > understanding of data gaps,0,0,0,0,0,0,0,0,0,2,PK_DE_12
data and features > legend,0,2,0,0,0,0,0,0,0,0,PK_DE_12
data and features > coordinate axes,0,0,0,0,0,0,0,0,1,0,PK_DE_12
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_13
expectations > biotope,0,0,0,0,0,0,0,0,0,1,PK_DE_13
expectations > dataset,0,0,0,0,0,0,0,0,0,0,PK_DE_13
expectations > macroscopic features,0,2,0,0,0,0,0,0,0,0,PK_DE_13
expectations > organoleptic features,0,0,0,0,0,0,0,0,0,0,PK_DE_13
expectations > user-centred approach,0,0,1,0,0,0,0,0,0,0,PK_DE_13
trust,0,0,0,0,0,0,0,0,0,0,PK_DE_13
barriers,0,0,0,0,0,0,0,0,0,0,PK_DE_13
barriers > concerns,0,0,0,0,0,0,0,0,0,0,PK_DE_13
methods of analysis,0,0,2,0,0,0,0,0,0,0,PK_DE_13
methods of analysis > ai hypotheses,0,2,3,1,2,0,0,0,0,0,PK_DE_13
methods of analysis > identification practice,0,1,0,0,0,0,0,0,0,0,PK_DE_13
methods of analysis > omission,0,0,0,0,0,0,0,0,0,0,PK_DE_13
methods of analysis > taxons,0,7,2,1,0,0,0,0,0,1,PK_DE_13
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_13
methods of analysis > difficulties,0,1,1,0,0,0,0,0,1,0,PK_DE_13
methods of analysis > discrepancies,0,0,0,0,0,0,0,0,0,0,PK_DE_13
methods of analysis > thoroughness,1,1,1,2,1,0,1,0,0,0,PK_DE_13
methods of analysis > reflection time,0,0,0,0,0,0,0,0,0,0,PK_DE_13
methods of analysis > variability of decisions or evaluations,1,0,0,1,0,0,0,0,0,0,PK_DE_13
personification,0,0,0,0,0,0,0,0,0,0,PK_DE_13
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_13
associations,0,0,0,0,0,0,0,0,0,0,PK_DE_13
associations > apps,1,1,0,1,1,0,0,0,0,0,PK_DE_13
associations > fungi guides,0,0,0,0,0,0,0,0,0,0,PK_DE_13
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_13
associations > taxonomic keys,0,0,0,0,0,0,0,0,0,0,PK_DE_13
negative reception,1,0,0,0,0,0,0,0,0,0,PK_DE_13
positive reception,0,1,1,1,0,0,0,0,0,0,PK_DE_13
aesthetics,0,0,0,0,0,0,0,0,0,0,PK_DE_13
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,PK_DE_13
aesthetics > layout,0,0,2,0,0,0,0,0,0,0,PK_DE_13
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_13
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_13
affects > nervousness,0,0,0,0,0,0,0,0,0,0,PK_DE_13
affects > interest,0,0,0,0,0,0,0,0,0,0,PK_DE_13
affects > reluctance,0,0,0,0,0,0,0,0,0,0,PK_DE_13
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,PK_DE_13
affects > overwhelming > uncertainty,0,3,4,3,6,2,0,0,1,1,PK_DE_13
affects > overwhelming > confusion,1,0,0,1,0,0,0,0,0,0,PK_DE_13
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,PK_DE_13
affects > surprise,1,0,0,0,0,0,0,0,0,0,PK_DE_13
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_13
slides > descriptive statistics,0,0,0,1,0,0,0,0,0,0,PK_DE_13
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_13
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_13
slides > lime,1,0,0,0,0,0,0,0,0,0,PK_DE_13
slides > waterfall,0,0,0,0,0,0,0,0,0,0,PK_DE_13
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,PK_DE_13
slides > text slides,0,0,0,0,0,0,0,0,0,0,PK_DE_13
slides > box plots,0,0,0,0,0,0,0,0,0,0,PK_DE_13
slides > histograms,0,0,0,0,0,0,0,0,0,0,PK_DE_13
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,PK_DE_13
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_13
knowledge and experience > knowledge and experience in fungi,2,4,2,3,2,0,0,0,0,1,PK_DE_13
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,1,3,1,0,0,0,0,0,0,PK_DE_13
knowledge and experience > knowledge and experience in visualizations and analysis,0,1,1,1,0,0,0,0,0,1,PK_DE_13
knowledge and experience > knowledge and experience in analysing human behaviour,1,0,1,0,0,0,0,0,0,0,PK_DE_13
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_13
recommendations > change of visualisation scheme,1,0,1,0,0,1,0,0,0,0,PK_DE_13
